ID_Pedido,Fecha,Ciudad,Categoria,Producto,Precio_Unitario,Cantidad,Venta_Bruta,Coste_Unitario,Canal,Metodo_Pago,Score_Cliente
20668,2025-05-02,Valencia,Hogar,Cafetera,162.07,5,810.35,66.04,Tienda Física,Efectivo,60
20669,2025-09-06,Zaragoza,Electrónica,Smartphone,581.07,4,2324.28,274.48,Online,PayPal,80
20670,2025-06-12,Sevilla,Electrónica,Auriculares,407.25,1,407.25,262.85,Tienda Física,Tarjeta,77
20671,2025-06-14,Málaga,Deportes,Bicicleta,789.76,4,3159.04,380.45,App,PayPal,26
20672,2025-04-03,Madrid,Electrónica,Tablet,651.68,5,,268.92,Tienda Física,PayPal,42
20673,2025-11-28,Valencia,Electrónica,Smartphone,405.01,3,1215.03,264.22,App,PayPal,2
20674,2025-04-25,Zaragoza,Ropa,Chaqueta,567.64,1,567.64,265.99,Online,Efectivo,73
20675,2025-08-05,Madrid,Hogar,Espejo,409.22,2,818.44,218.35,Tienda Física,Tarjeta,94
20676,2025-06-09,Valencia,Deportes,Balón,202.91,4,811.64,86.57,App,PayPal,26
20677,2025-11-28,Zaragoza,Deportes,Mancuernas,576.1,5,2880.5,277.51,App,Efectivo,73
20678,2025-10-13,Sevilla,Hogar,Espejo,430.21,2,860.42,277.44,Tienda Física,Efectivo,31
20679,2025-07-21,Valencia,Deportes,Bicicleta,742.56,5,3712.8,374.56,Tienda Física,PayPal,45
20680,2025-12-16,Sevilla,Hogar,Espejo,385.15,3,1155.45,202.13,Tienda Física,Efectivo,49
20681,2025-07-06,Málaga,Deportes,Bicicleta,441.27,1,441.27,305.16,Online,PayPal,39
20682,2025-07-26,Zaragoza,Hogar,Espejo,657.62,1,657.62,289.85,App,Tarjeta,50
20683,2025-04-20,Málaga,Hogar,Lámpara,681.41,3,2044.23,344.12,Online,PayPal,11
20684,2025-02-10,Barcelona,Deportes,Mancuernas,113.59,1,113.59,70.19,Tienda Física,Tarjeta,46
20685,2025-07-22,Málaga,Hogar,Silla Escritorio,493.3,1,493.3,208.77,Tienda Física,Efectivo,59
20686,2025-10-21,Málaga,Electrónica,Smartphone,115.13,4,460.52,59.46,Tienda Física,Efectivo,73
20687,2025-10-18,Málaga,Ropa,Zapatillas,195.99,4,783.96,122.61,Tienda Física,PayPal,78
20688,2025-04-30,Valencia,Electrónica,Tablet,533.65,5,2668.25,326.15,Online,Tarjeta,44
20689,2025-01-27,Valencia,Electrónica,Laptop,710.46,4,2841.84,367.4,Tienda Física,Efectivo,64
20690,2025-02-09,Sevilla,Electrónica,Smartphone,438.07,1,438.07,211.25,Online,Efectivo,32
20691,2025-04-11,Málaga,Electrónica,Auriculares,613.3,4,2453.2,405.38,App,PayPal,92
20692,2025-08-18,Madrid,Electrónica,Auriculares,750.01,2,1500.02,357.39,App,Efectivo,23
20693,2025-05-11,Valencia,Ropa,Chaqueta,712.89,3,2138.67,409.49,Tienda Física,Tarjeta,86
20694,2025-03-10,Sevilla,Ropa,Chaqueta,590.11,3,1770.33,238.07,Tienda Física,Tarjeta,94
20695,2025-02-20,Madrid,Electrónica,Laptop,623.37,1,623.37,272.28,App,Tarjeta,1
20696,2025-12-06,Sevilla,Deportes,Balón,458.41,1,458.41,305.43,Tienda Física,Efectivo,15
20697,2025-02-01,Málaga,Hogar,Espejo,621.78,3,1865.34,381.6,Tienda Física,Efectivo,43
20698,2025-11-15,Sevilla,Ropa,Camiseta,294.92,3,884.76,124.74,Tienda Física,Tarjeta,39
20699,2025-02-28,Málaga,Ropa,Camiseta,725.35,4,2901.4,408.07,Online,Tarjeta,85
20700,2025-03-31,Sevilla,Ropa,Zapatillas,682.28,2,1364.56,402.18,App,PayPal,50
20701,2025-04-08,Madrid,Ropa,Chaqueta,550.84,5,2754.2,237.46,App,PayPal,49
20702,2025-12-27,Málaga,Electrónica,Auriculares,260.24,4,1040.96,114.64,App,Efectivo,61
20703,2025-08-21,Málaga,Ropa,Zapatillas,325.26,5,1626.3,167.02,Online,Tarjeta,37
20704,2025-04-08,Zaragoza,Electrónica,Auriculares,301.82,5,1509.1,193.34,Online,PayPal,2
20705,2025-03-10,Málaga,Hogar,Espejo,696.27,1,696.27,314.46,Tienda Física,PayPal,61
20706,2025-08-25,Sevilla,Ropa,Zapatillas,622.2,5,3111.0,399.49,App,Tarjeta,70
20707,2025-06-29,Barcelona,Electrónica,Tablet,298.35,3,895.05,133.66,App,Tarjeta,90
20708,2025-10-27,Zaragoza,Ropa,Camiseta,407.8,1,407.8,271.84,Online,Tarjeta,92
20709,2025-08-18,Valencia,Ropa,Zapatillas,404.58,2,809.16,200.57,App,Efectivo,71
20710,2025-04-30,Barcelona,Electrónica,Tablet,487.2,5,2436.0,203.34,App,PayPal,13
20711,2025-10-18,Málaga,Electrónica,Laptop,604.76,2,,404.03,App,PayPal,16
20712,2025-04-03,Málaga,Hogar,Lámpara,462.2,5,2311.0,242.13,Tienda Física,PayPal,32
20713,2025-08-19,Zaragoza,Hogar,Espejo,383.53,2,767.06,246.56,Online,Tarjeta,49
20714,2025-05-09,Valencia,Deportes,Balón,697.31,2,1394.62,349.01,Online,PayPal,70
20715,2025-11-29,Málaga,Hogar,Cafetera,792.42,1,792.42,426.47,Tienda Física,Efectivo,32
20716,2025-11-12,Valencia,Deportes,Bicicleta,58.44,1,58.44,39.83,Tienda Física,Efectivo,35
20717,2025-05-23,Madrid,Deportes,Balón,294.47,3,883.41,178.97,Tienda Física,Efectivo,38
20718,2025-01-03,Barcelona,Electrónica,Tablet,477.57,5,2387.85,239.61,Online,Efectivo,24
20719,2025-04-12,Barcelona,Ropa,Camiseta,282.84,3,848.52,182.65,Tienda Física,Tarjeta,81
20720,2025-06-08,Valencia,Electrónica,Auriculares,484.31,5,2421.55,208.83,App,PayPal,95
20721,2025-07-30,Málaga,Ropa,Chaqueta,763.76,4,,447.27,App,Tarjeta,79
20722,2025-05-16,Sevilla,Deportes,Bicicleta,232.56,4,,144.27,App,PayPal,87
20723,2025-12-12,Málaga,Ropa,Camiseta,626.72,4,2506.88,311.92,App,Efectivo,40
20724,2025-02-12,Zaragoza,Deportes,Balón,86.27,1,86.27,52.79,Online,PayPal,48
20725,2025-11-03,Madrid,Ropa,Camiseta,689.11,1,689.11,382.91,App,Tarjeta,100
20726,2025-03-19,Barcelona,Deportes,Balón,627.75,2,1255.5,252.48,Online,PayPal,60
20727,2025-11-21,Barcelona,Ropa,Chaqueta,297.94,5,1489.7,122.59,Tienda Física,Efectivo,92
20728,2025-02-13,Madrid,Ropa,Pantalón,326.18,1,326.18,201.22,App,Tarjeta,63
20729,2025-03-13,Zaragoza,Ropa,Pantalón,789.57,2,1579.14,386.66,App,Tarjeta,64
20730,2025-05-27,Valencia,Hogar,Espejo,366.08,4,1464.32,225.07,App,PayPal,63
20731,2025-03-07,Zaragoza,Ropa,Pantalón,781.09,5,,353.14,Online,PayPal,72
20732,2025-12-02,Barcelona,Electrónica,Laptop,542.86,2,1085.72,365.59,Online,Tarjeta,43
20733,2025-01-25,Málaga,Hogar,Silla Escritorio,512.52,4,2050.08,298.41,Tienda Física,Tarjeta,38
20734,2025-01-15,Sevilla,Electrónica,Laptop,46.98,3,140.94,21.42,App,Tarjeta,99
20735,2025-01-05,Madrid,Deportes,Esterilla Yoga,297.97,3,893.91,172.62,Online,PayPal,91
20736,2025-12-21,Valencia,Ropa,Pantalón,549.04,3,1647.12,249.52,Tienda Física,Efectivo,100
20737,2025-05-17,Málaga,Deportes,Esterilla Yoga,199.99,1,199.99,139.21,Online,Efectivo,38
20738,2025-08-30,Málaga,Hogar,Lámpara,246.53,1,246.53,140.59,Tienda Física,Tarjeta,78
20739,2025-02-25,Málaga,Hogar,Lámpara,548.78,2,1097.56,264.83,Online,Efectivo,98
20740,2025-02-12,Sevilla,Ropa,Pantalón,112.12,3,336.36,58.4,Online,Tarjeta,71
20741,2025-07-13,Madrid,Electrónica,Smartphone,764.97,1,764.97,387.0,Online,Efectivo,6
20742,2025-05-17,Málaga,Ropa,Pantalón,448.1,5,2240.5,298.51,Tienda Física,Efectivo,8
20743,2025-10-12,Barcelona,Hogar,Lámpara,744.6,2,1489.2,307.17,Online,Tarjeta,67
20744,2025-05-25,Zaragoza,Deportes,Bicicleta,372.05,1,372.05,221.93,Tienda Física,PayPal,75
20745,2025-11-09,Valencia,Hogar,Lámpara,788.91,1,788.91,324.54,App,Efectivo,23
20746,2025-11-26,Madrid,Deportes,Balón,257.03,1,257.03,118.86,Tienda Física,Tarjeta,38
20747,2025-06-07,Valencia,Ropa,Zapatillas,290.07,2,580.14,131.88,App,Efectivo,18
20748,2025-06-01,Málaga,Ropa,Chaqueta,291.71,5,1458.55,171.31,App,Efectivo,54
20749,2025-01-18,Madrid,Hogar,Lámpara,673.15,1,673.15,398.86,Online,Tarjeta,49
20750,2025-12-03,Zaragoza,Deportes,Bicicleta,161.02,4,644.08,109.73,App,Efectivo,87
20751,2025-09-01,Sevilla,Ropa,Pantalón,545.63,2,1091.26,367.1,Online,PayPal,5
20752,2025-11-10,Madrid,Deportes,Esterilla Yoga,506.51,3,1519.53,228.56,Online,Tarjeta,82
20753,2025-07-13,Sevilla,Ropa,Zapatillas,459.53,1,459.53,254.64,Online,PayPal,100
20754,2025-09-15,Sevilla,Deportes,Mancuernas,729.31,2,1458.62,362.65,App,Efectivo,5
20755,2025-08-09,Madrid,Hogar,Cafetera,715.3,1,715.3,389.11,Online,Efectivo,19
20756,2025-09-23,Madrid,Ropa,Pantalón,109.12,2,218.24,59.6,Online,Tarjeta,86
20757,2025-05-08,Málaga,Electrónica,Laptop,376.68,2,753.36,162.5,Online,Tarjeta,13
20758,2025-09-01,Zaragoza,Deportes,Mancuernas,413.17,4,1652.68,263.36,Tienda Física,Tarjeta,1
20759,2025-03-22,Valencia,Deportes,Esterilla Yoga,453.98,5,2269.9,272.54,Tienda Física,PayPal,4
20760,2025-05-15,Zaragoza,Deportes,Mancuernas,594.74,4,2378.96,287.22,Online,Tarjeta,79
20761,2025-12-31,Zaragoza,Electrónica,Tablet,18.33,2,36.66,7.88,Tienda Física,PayPal,68
20762,2025-05-21,Madrid,Electrónica,Smartphone,677.71,3,2033.13,459.57,Online,Tarjeta,20
20763,2025-09-06,Málaga,Hogar,Lámpara,222.84,3,668.52,137.12,Tienda Física,Efectivo,55
20764,2025-09-22,Zaragoza,Hogar,Silla Escritorio,647.78,4,2591.12,362.76,Online,Efectivo,86
20765,2025-01-30,Barcelona,Hogar,Silla Escritorio,283.66,1,283.66,173.17,Online,Tarjeta,75
20766,2025-07-23,Málaga,Deportes,Mancuernas,61.98,1,61.98,26.49,Tienda Física,Tarjeta,21
20767,2025-04-24,Madrid,Deportes,Bicicleta,562.34,1,562.34,237.93,Online,Efectivo,36
20768,2025-01-12,Sevilla,Deportes,Balón,27.03,3,81.09,12.58,App,PayPal,77
20769,2025-04-21,Madrid,Electrónica,Smartphone,337.45,3,1012.35,166.24,App,Tarjeta,46
20770,2025-09-25,Zaragoza,Electrónica,Tablet,679.23,1,679.23,466.26,App,Tarjeta,77
20771,2025-01-07,Sevilla,Ropa,Camiseta,613.66,4,2454.64,364.22,App,Tarjeta,67
20772,2025-05-22,Valencia,Ropa,Camiseta,92.69,5,,55.73,App,Tarjeta,89
20773,2025-02-18,Sevilla,Electrónica,Tablet,90.07,1,90.07,58.41,App,Tarjeta,32
20774,2025-02-07,Zaragoza,Electrónica,Auriculares,16.04,2,,10.57,Tienda Física,Efectivo,33
20775,2025-07-03,Sevilla,Ropa,Chaqueta,621.3,2,1242.6,262.0,Online,PayPal,94
20776,2025-12-01,Zaragoza,Electrónica,Laptop,723.68,3,2171.04,430.12,Online,Efectivo,36
20777,2025-05-21,Valencia,Hogar,Silla Escritorio,281.55,3,844.65,180.7,App,PayPal,78
20778,2025-11-07,Sevilla,Hogar,Silla Escritorio,781.61,4,3126.44,515.34,Tienda Física,Efectivo,26
20779,2025-06-10,Madrid,Ropa,Zapatillas,616.52,1,616.52,267.19,Tienda Física,Tarjeta,46
20780,2025-11-03,Barcelona,Hogar,Espejo,331.45,4,1325.8,225.83,Tienda Física,PayPal,73
20781,2025-07-29,Madrid,Hogar,Cafetera,42.0,4,168.0,18.93,App,Tarjeta,78
20782,2025-07-24,Barcelona,Deportes,Balón,788.15,5,3940.75,338.72,Tienda Física,PayPal,40
20783,2025-08-18,Barcelona,Ropa,Camiseta,187.95,2,375.9,120.02,App,Tarjeta,52
20784,2025-05-10,Sevilla,Hogar,Silla Escritorio,674.79,2,1349.58,274.8,Online,PayPal,82
20785,2025-09-18,Valencia,Electrónica,Auriculares,747.79,1,747.79,432.33,App,Tarjeta,56
20786,2025-09-03,Zaragoza,Deportes,Bicicleta,383.74,1,383.74,218.05,Online,PayPal,38
20787,2025-11-21,Zaragoza,Electrónica,Laptop,723.69,5,3618.45,322.98,App,PayPal,11
20788,2025-06-03,Barcelona,Electrónica,Smartphone,348.51,3,1045.53,174.42,App,Tarjeta,22
20789,2025-02-03,Málaga,Deportes,Balón,213.39,1,213.39,118.31,Tienda Física,Efectivo,67
20790,2025-09-06,Zaragoza,Electrónica,Laptop,687.36,3,2062.08,376.72,App,Tarjeta,99
20791,2025-08-22,Zaragoza,Hogar,Silla Escritorio,599.58,3,1798.74,329.36,Online,PayPal,90
20792,2025-04-07,Madrid,Ropa,Camiseta,159.76,5,798.8,89.41,Online,PayPal,48
20793,2025-01-20,Málaga,Ropa,Pantalón,737.67,4,2950.68,401.79,Online,Tarjeta,69
20794,2025-12-27,Sevilla,Electrónica,Smartphone,247.34,1,247.34,146.91,Tienda Física,Tarjeta,87
20795,2025-02-03,Sevilla,Deportes,Balón,121.69,3,365.07,55.98,App,Tarjeta,36
20796,2025-12-14,Valencia,Electrónica,Laptop,564.26,5,2821.3,382.8,Online,PayPal,87
20797,2025-05-24,Sevilla,Electrónica,Auriculares,725.43,2,1450.86,425.35,Tienda Física,Efectivo,81
20798,2025-03-28,Madrid,Hogar,Espejo,124.77,5,,71.0,Online,Efectivo,37
20799,2025-04-09,Sevilla,Electrónica,Tablet,448.8,2,897.6,253.4,Tienda Física,PayPal,98
20800,2025-06-26,Valencia,Ropa,Pantalón,632.64,2,,321.51,Online,Efectivo,26
20801,2025-10-29,Madrid,Hogar,Silla Escritorio,119.44,4,477.76,57.12,Tienda Física,PayPal,13
20802,2025-11-10,Sevilla,Deportes,Mancuernas,710.84,1,710.84,335.04,Tienda Física,Efectivo,61
20803,2025-05-18,Sevilla,Electrónica,Smartphone,523.39,1,,253.02,Tienda Física,Tarjeta,72
20804,2025-07-29,Málaga,Hogar,Silla Escritorio,263.76,3,791.28,150.67,App,PayPal,79
20805,2025-05-24,Málaga,Deportes,Esterilla Yoga,53.94,2,107.88,34.63,Online,PayPal,22
20806,2025-08-05,Zaragoza,Deportes,Bicicleta,450.29,4,1801.16,245.43,Online,Tarjeta,49
20807,2025-02-10,Sevilla,Ropa,Pantalón,586.5,4,2346.0,375.05,Tienda Física,Tarjeta,76
20808,2025-10-02,Valencia,Ropa,Camiseta,55.16,4,220.64,28.82,Online,Tarjeta,50
20809,2025-06-28,Valencia,Ropa,Pantalón,743.82,5,3719.1,519.57,App,Tarjeta,70
20810,2025-12-31,Barcelona,Electrónica,Smartphone,286.77,4,1147.08,124.38,Online,PayPal,10
20811,2025-02-24,Málaga,Ropa,Chaqueta,530.45,3,1591.35,235.11,Tienda Física,PayPal,55
20812,2025-09-27,Barcelona,Hogar,Cafetera,550.3,3,1650.9,337.79,Online,Tarjeta,73
20813,2025-05-19,Madrid,Ropa,Chaqueta,700.05,5,3500.25,472.78,Tienda Física,Efectivo,12
20814,2025-12-12,Barcelona,Electrónica,Smartphone,354.44,1,354.44,230.73,Online,PayPal,52
20815,2025-10-09,Málaga,Ropa,Zapatillas,48.42,2,96.84,28.87,App,Tarjeta,97
20816,2025-03-29,Madrid,Hogar,Espejo,378.53,2,757.06,258.23,App,Tarjeta,65
20817,2025-06-10,Valencia,Deportes,Balón,334.58,2,669.16,193.95,Online,Efectivo,45
20818,2025-11-26,Valencia,Deportes,Balón,372.24,3,1116.72,174.0,Online,Efectivo,84
20819,2025-09-25,Sevilla,Deportes,Balón,193.45,1,193.45,86.0,App,Tarjeta,89
20820,2025-05-10,Barcelona,Hogar,Silla Escritorio,641.11,3,1923.33,371.2,Online,PayPal,87
20821,2025-04-24,Madrid,Electrónica,Tablet,571.07,5,2855.35,237.2,Online,Efectivo,15
20822,2025-07-26,Sevilla,Hogar,Silla Escritorio,428.87,5,2144.35,281.3,Online,Tarjeta,85
20823,2025-03-24,Barcelona,Hogar,Lámpara,215.74,4,862.96,99.09,Tienda Física,Efectivo,9
20824,2025-08-14,Valencia,Deportes,Esterilla Yoga,42.98,3,128.94,18.57,Tienda Física,Tarjeta,2
20825,2025-06-25,Madrid,Ropa,Zapatillas,488.26,2,976.52,220.56,Tienda Física,Efectivo,83
20826,2025-02-21,Barcelona,Electrónica,Laptop,245.28,4,981.12,133.32,App,PayPal,70
20827,2025-01-17,Málaga,Deportes,Balón,297.44,2,594.88,124.4,Tienda Física,Efectivo,79
20828,2025-05-15,Madrid,Ropa,Pantalón,634.36,4,2537.44,335.43,Tienda Física,PayPal,60
20829,2025-09-13,Zaragoza,Deportes,Esterilla Yoga,586.3,5,2931.5,244.75,Tienda Física,PayPal,13
20830,2025-07-10,Málaga,Deportes,Balón,511.98,3,1535.94,217.39,Tienda Física,Efectivo,75
20831,2025-11-14,Sevilla,Deportes,Balón,219.53,4,,124.96,App,Efectivo,11
20832,2025-08-17,Barcelona,Hogar,Lámpara,599.77,2,1199.54,289.72,Online,Efectivo,94
20833,2025-05-06,Zaragoza,Hogar,Silla Escritorio,66.15,1,66.15,32.37,App,PayPal,100
20834,2025-06-29,Valencia,Deportes,Bicicleta,18.2,1,18.2,10.74,Tienda Física,Tarjeta,42
20835,2025-02-09,Málaga,Electrónica,Laptop,532.08,3,1596.24,254.14,Tienda Física,PayPal,57
20836,2025-09-10,Zaragoza,Electrónica,Smartphone,733.81,5,3669.05,429.66,Tienda Física,Tarjeta,25
20837,2025-02-20,Málaga,Ropa,Camiseta,694.32,4,2777.28,449.61,App,Tarjeta,72
20838,2025-06-17,Zaragoza,Hogar,Silla Escritorio,589.8,5,,267.99,Tienda Física,Efectivo,53
20839,2025-03-05,Zaragoza,Electrónica,Smartphone,275.3,4,1101.2,186.78,Tienda Física,PayPal,88
20840,2025-03-28,Málaga,Ropa,Zapatillas,61.29,1,61.29,26.78,App,Efectivo,41
20841,2025-06-14,Sevilla,Deportes,Bicicleta,267.68,4,1070.72,152.32,Online,Tarjeta,22
20842,2025-05-26,Barcelona,Hogar,Lámpara,302.7,5,1513.5,188.6,App,Efectivo,28
20843,2025-10-24,Málaga,Deportes,Mancuernas,620.65,1,620.65,389.65,Online,PayPal,30
20844,2025-10-29,Sevilla,Deportes,Bicicleta,476.78,5,2383.9,269.46,App,Efectivo,97
20845,2025-02-08,Málaga,Ropa,Zapatillas,53.82,3,161.46,26.28,Online,Efectivo,51
20846,2025-12-18,Madrid,Ropa,Pantalón,208.06,4,832.24,113.92,Tienda Física,Efectivo,90
20847,2025-10-15,Sevilla,Deportes,Balón,633.87,2,1267.74,428.07,Tienda Física,Efectivo,10
20848,2025-08-15,Valencia,Electrónica,Tablet,586.41,2,,249.63,App,PayPal,55
20849,2025-09-30,Málaga,Electrónica,Auriculares,702.95,3,2108.85,404.09,Tienda Física,Efectivo,12
20850,2025-01-25,Barcelona,Ropa,Camiseta,405.88,4,1623.52,280.98,Online,Tarjeta,1
20851,2025-05-21,Barcelona,Electrónica,Auriculares,250.44,4,,109.1,Tienda Física,Tarjeta,73
20852,2025-10-04,Zaragoza,Ropa,Chaqueta,463.45,2,926.9,200.25,App,Efectivo,38
20853,2025-03-29,Valencia,Electrónica,Auriculares,423.49,3,1270.47,263.85,App,Tarjeta,72
20854,2025-09-16,Valencia,Electrónica,Auriculares,487.09,1,487.09,235.2,Online,Tarjeta,38
20855,2025-02-04,Málaga,Hogar,Silla Escritorio,430.1,3,1290.3,190.28,Online,Efectivo,27
20856,2025-04-27,Valencia,Deportes,Balón,343.57,5,1717.85,160.9,Online,PayPal,76
20857,2025-06-03,Málaga,Deportes,Esterilla Yoga,464.67,2,929.34,244.03,Tienda Física,Tarjeta,29
20858,2025-07-04,Zaragoza,Ropa,Camiseta,44.38,4,177.52,18.18,Tienda Física,Tarjeta,79
20859,2025-12-31,Sevilla,Ropa,Camiseta,446.01,5,2230.05,307.89,Online,Tarjeta,26
20860,2025-08-20,Zaragoza,Electrónica,Auriculares,775.66,3,2326.98,455.33,Tienda Física,PayPal,41
20861,2025-01-10,Valencia,Electrónica,Tablet,462.8,5,2314.0,303.91,Online,Efectivo,91
20862,2025-01-20,Zaragoza,Deportes,Esterilla Yoga,278.19,1,278.19,129.64,Online,Tarjeta,76
20863,2025-07-07,Málaga,Deportes,Mancuernas,463.04,3,1389.12,313.69,Tienda Física,Tarjeta,36
20864,2025-02-23,Málaga,Deportes,Bicicleta,594.01,5,2970.05,281.56,Tienda Física,Efectivo,34
20865,2025-03-26,Madrid,Electrónica,Smartphone,208.68,3,626.04,125.15,App,Tarjeta,69
20866,2025-11-23,Valencia,Electrónica,Laptop,404.41,1,404.41,242.26,Tienda Física,Efectivo,60
20867,2025-07-20,Zaragoza,Electrónica,Smartphone,195.15,2,390.3,122.33,App,Tarjeta,76
20868,2025-03-04,Madrid,Hogar,Espejo,630.69,4,2522.76,255.73,App,PayPal,11
20869,2025-11-17,Valencia,Electrónica,Tablet,40.96,5,204.8,19.12,App,PayPal,73
20870,2025-10-20,Zaragoza,Deportes,Esterilla Yoga,291.86,5,1459.3,177.95,App,Efectivo,68
20871,2025-10-17,Zaragoza,Hogar,Lámpara,466.62,3,1399.86,188.63,Online,PayPal,53
20872,2025-03-06,Barcelona,Ropa,Pantalón,67.31,5,336.55,42.14,Online,Efectivo,51
20873,2025-09-07,Zaragoza,Electrónica,Tablet,231.84,1,231.84,148.52,Online,Tarjeta,23
20874,2025-06-10,Zaragoza,Hogar,Lámpara,329.66,1,329.66,196.92,App,Tarjeta,69
20875,2025-01-06,Valencia,Deportes,Esterilla Yoga,456.82,5,2284.1,191.97,Online,Efectivo,7
20876,2025-01-15,Zaragoza,Electrónica,Tablet,433.07,5,2165.35,290.41,App,PayPal,7
20877,2025-04-27,Sevilla,Hogar,Lámpara,380.68,2,761.36,179.89,Tienda Física,Efectivo,71
20878,2025-11-29,Zaragoza,Electrónica,Tablet,530.99,3,1592.97,225.38,Tienda Física,Tarjeta,58
20879,2025-07-20,Zaragoza,Ropa,Chaqueta,401.0,2,,257.84,App,PayPal,56
20880,2025-11-06,Sevilla,Ropa,Zapatillas,130.33,2,260.66,57.73,Online,PayPal,56
20881,2025-03-19,Sevilla,Ropa,Pantalón,340.92,1,340.92,211.55,App,Tarjeta,68
20882,2025-05-02,Málaga,Hogar,Espejo,187.06,2,374.12,111.5,Online,PayPal,27
20883,2025-10-08,Málaga,Electrónica,Auriculares,495.5,3,1486.5,340.44,Tienda Física,Efectivo,76
20884,2025-02-23,Madrid,Deportes,Balón,415.73,5,2078.65,286.24,Tienda Física,Efectivo,73
20885,2025-06-07,Valencia,Hogar,Cafetera,653.24,5,3266.2,350.39,Online,Tarjeta,5
20886,2025-07-31,Sevilla,Electrónica,Auriculares,688.56,1,,364.09,Online,Tarjeta,12
20887,2025-07-17,Zaragoza,Deportes,Esterilla Yoga,187.34,1,187.34,123.0,Online,PayPal,64
20888,2025-12-31,Málaga,Ropa,Camiseta,407.85,1,407.85,269.33,Tienda Física,Efectivo,45
20889,2025-12-31,Valencia,Ropa,Camiseta,532.5,4,2130.0,294.98,Online,Efectivo,49
20890,2025-03-06,Madrid,Deportes,Bicicleta,780.86,1,780.86,394.25,Online,PayPal,66
20891,2025-11-02,Zaragoza,Deportes,Bicicleta,341.47,4,1365.88,222.85,Online,Tarjeta,24
20892,2025-05-08,Madrid,Electrónica,Laptop,704.45,3,2113.35,388.81,App,Tarjeta,85
20893,2025-11-02,Málaga,Hogar,Cafetera,505.97,4,,335.04,Tienda Física,Efectivo,99
20894,2025-02-24,Madrid,Electrónica,Tablet,517.23,1,517.23,239.53,Tienda Física,Tarjeta,58
20895,2025-10-23,Sevilla,Deportes,Balón,195.58,2,391.16,111.29,App,Tarjeta,98
20896,2025-06-19,Valencia,Hogar,Lámpara,706.93,4,2827.72,310.73,Online,Tarjeta,98
20897,2025-10-13,Madrid,Deportes,Bicicleta,544.08,3,1632.24,270.44,Online,Tarjeta,16
20898,2025-07-15,Madrid,Hogar,Silla Escritorio,394.82,5,1974.1,185.98,Online,PayPal,45
20899,2025-12-04,Valencia,Electrónica,Auriculares,112.03,4,448.12,46.55,App,Efectivo,20
20900,2025-09-15,Málaga,Hogar,Espejo,218.96,3,656.88,113.34,Online,Tarjeta,17
20901,2025-06-22,Zaragoza,Ropa,Camiseta,452.25,2,904.5,269.31,Online,PayPal,13
20902,2025-03-11,Zaragoza,Hogar,Espejo,436.93,4,1747.72,199.0,Online,PayPal,91
20903,2025-11-29,Málaga,Deportes,Balón,794.82,2,1589.64,515.4,App,Efectivo,90
20904,2025-07-18,Zaragoza,Deportes,Mancuernas,549.49,2,1098.98,307.79,Online,Tarjeta,81
20905,2025-01-15,Zaragoza,Electrónica,Auriculares,151.28,2,302.56,101.57,App,Efectivo,50
20906,2025-09-24,Sevilla,Electrónica,Smartphone,429.65,4,1718.6,236.63,App,PayPal,90
20907,2025-04-29,Málaga,Hogar,Cafetera,487.57,4,1950.28,272.7,Online,PayPal,37
20908,2025-03-31,Sevilla,Ropa,Pantalón,763.06,2,1526.12,486.74,Tienda Física,Tarjeta,44
20909,2025-09-17,Madrid,Deportes,Esterilla Yoga,203.67,1,203.67,123.83,Online,Tarjeta,47
20910,2025-10-25,Sevilla,Ropa,Pantalón,544.84,2,1089.68,306.62,Online,PayPal,68
20911,2025-07-09,Zaragoza,Hogar,Lámpara,52.53,1,52.53,34.82,Online,Tarjeta,64
20912,2025-09-06,Madrid,Deportes,Mancuernas,65.06,3,195.18,38.33,Online,PayPal,7
20913,2025-05-15,Zaragoza,Electrónica,Smartphone,694.36,1,694.36,338.01,App,Tarjeta,10
20914,2025-05-14,Barcelona,Ropa,Pantalón,233.34,5,1166.7,161.8,Tienda Física,Efectivo,22
20915,2025-12-26,Barcelona,Electrónica,Auriculares,703.66,4,2814.64,296.99,App,PayPal,14
20916,2025-02-25,Valencia,Ropa,Chaqueta,237.41,4,949.64,118.7,Online,Tarjeta,17
20917,2025-11-13,Barcelona,Ropa,Camiseta,283.86,4,1135.44,143.95,App,Efectivo,19
20918,2025-11-11,Zaragoza,Hogar,Espejo,777.05,4,3108.2,397.68,Online,Efectivo,13
20919,2025-06-12,Madrid,Hogar,Espejo,322.59,5,1612.95,208.94,Tienda Física,Efectivo,93
20920,2025-02-24,Zaragoza,Electrónica,Tablet,717.74,5,3588.7,465.37,Tienda Física,Tarjeta,13
20921,2025-11-10,Valencia,Electrónica,Laptop,213.41,5,1067.05,99.56,Tienda Física,Efectivo,35
20922,2025-10-26,Barcelona,Hogar,Cafetera,779.2,5,3896.0,317.67,App,PayPal,100
20923,2025-09-30,Madrid,Deportes,Esterilla Yoga,378.6,5,1893.0,200.81,Online,Tarjeta,72
20924,2025-06-25,Málaga,Hogar,Cafetera,87.8,1,87.8,41.74,Online,Efectivo,24
20925,2025-11-29,Sevilla,Hogar,Silla Escritorio,255.52,2,511.04,173.33,Online,Efectivo,83
20926,2025-03-12,Málaga,Hogar,Silla Escritorio,386.59,2,773.18,186.07,Online,Efectivo,12
